True,Unnamed: 0,Call ID,person_ID,Referal Source,Attorney,Injury 1,Injury 2,Injury 3,Injury 4,Injury 5,surgery,injury_date,intake,take,person_id,name,sex,date of birth,Person ID Check,Facebook,Google,Other,Referal,Website,Female,Male,Age of Client,Ankle,Arm,Elbow,Eye,Foot/Feet,Hand,Hands,Head,Hip,Neck
21047,21047,21183,21147,Website,Ally Mcbeal,Ankle,Hands,,,,No,2016-03-25,2017-03-30,Yes,21147,Susan Starner,Female,1998-09-22,0,0,0,0,0,1,1,0,6394 days 00:00:00.000000000,1,0,0,0,0,0,1,0,0,0
21048,21048,21184,21148,Referal,Joanee Galloway,Hands,Neck,,,,Yes,2014-10-21,2017-03-31,No,21148,Martin Jude,Male,1970-11-25,0,0,0,0,1,0,0,1,16036 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
21049,21049,21185,21149,Other,Ally Mcbeal,Neck,Hand,,,,No,2016-02-06,2017-03-31,No,21149,Stephen Boldt,Male,1983-01-06,0,0,0,1,0,0,0,1,12084 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21050,21050,21186,21150,,Atticus Finch,Foot/Feet,,,,,No,2010-02-20,2017-04-01,No,21150,Margaretta Burnette,Female,1983-08-16,0,0,0,0,0,0,1,0,9685 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
21051,21051,21187,21151,Google,Rachel Zane,Hip,Neck,Head,,,No,2014-09-17,2017-04-02,No,21151,Larry Hansen,Male,1982-05-02,0,0,1,0,0,0,0,1,11826 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,1
21052,21052,21188,21152,Other,Rusty Sabich,Eye,,,,,No,2015-09-14,2017-04-03,No,21152,James Null,Male,1987-04-13,0,0,0,1,0,0,0,1,10381 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21053,21053,21189,21153,Website,Joanee Galloway,Ankle,Eye,,,,No,2013-07-30,2017-04-03,No,21153,David Strobeck,Male,1985-03-01,0,0,0,0,0,1,0,1,10378 days 00:00:00.000000000,1,0,0,1,0,0,0,0,0,0
21054,21054,21190,21154,,Patty Hewes,Hip,Neck,Ankle,,,Yes,2016-08-06,2017-04-04,Yes,21154,Joseph Robertson,Male,1983-07-10,0,0,0,0,0,0,0,1,12081 days 00:00:00.000000000,1,0,0,0,0,0,0,0,1,1
21055,21055,21191,21155,Google,Patty Hewes,Neck,Hand,,,,Yes,2016-04-12,2017-04-05,Yes,21155,Lisa Hess,Female,1977-12-27,0,0,1,0,0,0,1,0,13986 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21056,21056,21192,21156,Other,,Eye,Head,,,,Yes,2010-03-03,2017-04-06,No,21156,Sheri Bradley,Female,1978-06-24,0,0,0,1,0,0,1,0,11575 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
21057,21057,21193,21157,,Patty Hewes,Eye,,,,,Yes,2015-07-31,2017-04-07,Yes,21157,Frank Gonzalez,Male,1989-04-07,0,0,0,0,0,0,0,1,9611 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21058,21058,21194,21158,Other,,Foot/Feet,,,,,No,2012-04-15,2017-04-08,No,21158,Chad Carlone,Male,1952-08-24,0,0,0,1,0,0,0,1,21784 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
21059,21059,21195,21159,Facebook,Ally Mcbeal,Hand,Neck,,,,Yes,2016-04-26,2017-04-08,Yes,21159,Ronald Pridemore,Male,1958-10-31,0,1,0,0,0,0,0,1,20997 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21060,21060,21196,21160,Facebook,Perry Mason,Foot/Feet,Hand,,,,No,2011-04-27,2017-04-08,No,21160,James Seta,Male,1994-03-29,0,1,0,0,0,0,0,1,6238 days 00:00:00.000000000,0,0,0,0,1,1,0,0,0,0
21061,21061,21197,21161,Website,Rachel Zane,Hip,Foot/Feet,Hand,,,Yes,2015-07-25,2017-04-08,No,21161,Cory Rentz,Male,2010-08-18,0,0,0,0,0,1,0,1,1802 days 00:00:00.000000000,0,0,0,0,1,1,0,0,1,0
21062,21062,21198,21162,,Daniel Kafee,Head,,,,,Yes,2016-09-18,2017-04-09,No,21162,Ruth Han,Female,1948-11-16,0,0,0,0,0,0,1,0,24778 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21063,21063,21199,21163,Referal,Atticus Finch,Hand,,,,,No,2015-12-04,2017-04-09,Yes,21163,Florence Brooks,Female,1980-08-05,0,0,0,0,1,0,1,0,12904 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
21064,21064,21200,21164,Other,Perry Mason,Arm,,,,,No,2010-02-20,2017-04-09,Yes,21164,Michael Harriman,Male,2013-05-07,0,0,0,1,0,0,0,1,-1172 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
21065,21065,21201,21165,,Patty Hewes,Arm,,,,,No,2015-12-16,2017-04-10,Yes,21165,Nona Puckett,Female,2000-06-22,0,0,0,0,0,0,1,0,5655 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
21066,21066,21202,21166,Referal,Rachel Zane,Hand,Eye,,,,No,2016-05-18,2017-04-11,Yes,21166,Richard Cole,Male,1989-06-20,0,0,0,0,1,0,0,1,9829 days 00:00:00.000000000,0,0,0,1,0,1,0,0,0,0
21067,21067,21203,21167,Other,Patty Hewes,Hip,,,,,Yes,2016-12-09,2017-04-12,Yes,21167,Dee Mason,Female,1985-06-24,0,0,0,1,0,0,1,0,11491 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21068,21068,21204,21168,Other,Atticus Finch,Hip,,,,,Yes,2016-03-30,2017-04-12,No,21168,Joseph Stiltner,Male,1974-02-22,0,0,0,1,0,0,0,1,15377 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21069,21069,21205,21169,Referal,Joanee Galloway,Eye,Head,Hands,Ankle,,Yes,2012-11-14,2017-04-13,No,21169,Joni Norris,Female,2012-10-26,0,0,0,0,1,0,1,0,19 days 00:00:00.000000000,1,0,0,1,0,0,1,1,0,0
21070,21070,21206,21170,Google,Rachel Zane,Elbow,Neck,Eye,,,No,2016-12-28,2017-04-13,Yes,21170,Janice Amorosi,Female,2003-06-25,0,0,1,0,0,0,1,0,4935 days 00:00:00.000000000,0,0,1,1,0,0,0,0,0,1
21071,21071,21207,21171,Other,Rusty Sabich,Hands,Eye,,,,Yes,2016-05-26,2017-04-13,Yes,21171,Jeffrey Markham,Male,1957-04-24,0,0,0,1,0,0,0,1,21582 days 00:00:00.000000000,0,0,0,1,0,0,1,0,0,0
21072,21072,21208,21172,Other,Rachel Zane,Neck,,,,,No,2017-02-01,2017-04-13,Yes,21172,Clifford Babineau,Male,1959-06-26,0,0,0,1,0,0,0,1,21040 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
21073,21073,21209,21173,,Ally Mcbeal,Head,,,,,No,2014-05-16,2017-04-13,No,21173,Jerry Lawson,Male,1976-01-12,0,0,0,0,0,0,0,1,14004 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21074,21074,21210,21174,,Daniel Kafee,Head,,,,,Yes,2013-09-27,2017-04-14,No,21174,Keith Lopez,Male,1971-12-09,0,0,0,0,0,0,0,1,15268 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21075,21075,21211,21175,Google,Patty Hewes,Hip,Arm,Eye,,,Yes,2014-02-28,2017-04-15,No,21175,Samantha Kellner,Female,1989-10-13,0,0,1,0,0,0,1,0,8904 days 00:00:00.000000000,0,1,0,1,0,0,0,0,1,0
21076,21076,21212,21176,Google,Daniel Kafee,Arm,Ankle,Head,Eye,,Yes,2015-05-10,2017-04-15,No,21176,Mayra Hayes,Female,1953-04-27,0,0,1,0,0,0,1,0,22658 days 00:00:00.000000000,1,1,0,1,0,0,0,1,0,0
21077,21077,21213,21177,Facebook,Joanee Galloway,Arm,Hands,Hip,Foot/Feet,,No,2011-07-02,2017-04-16,No,21177,Barbara Whitfill,Female,2009-04-07,0,1,0,0,0,0,1,0,816 days 00:00:00.000000000,0,1,0,0,1,0,1,0,1,0
21078,21078,21214,21178,Facebook,Atticus Finch,Elbow,,,,,Yes,2013-09-05,2017-04-17,No,21178,William Sproul,Male,1974-09-14,0,1,0,0,0,0,0,1,14236 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
21079,21079,21215,21179,Website,Daniel Kafee,Hands,,,,,No,2012-06-03,2017-04-18,No,21179,Eugene Gilmer,Male,2012-01-24,0,0,0,0,0,1,0,1,131 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,0
21080,21080,21216,21180,Google,Rusty Sabich,Foot/Feet,Elbow,,,,No,2013-01-17,2017-04-18,No,21180,Anna Acuna,Female,2012-01-04,0,0,1,0,0,0,1,0,379 days 00:00:00.000000000,0,0,1,0,1,0,0,0,0,0
21081,21081,21217,21181,Facebook,Joanee Galloway,Hand,Eye,Elbow,,,No,2010-02-20,2017-04-18,No,21181,Craig Tracy,Male,1973-01-05,0,1,0,0,0,0,0,1,13560 days 00:00:00.000000000,0,0,1,1,0,1,0,0,0,0
21082,21082,21218,21182,,Rusty Sabich,Arm,Eye,,,,Yes,2016-12-24,2017-04-19,No,21182,Tami Harper,Female,2014-05-22,0,0,0,0,0,0,1,0,947 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
21083,21083,21219,21183,,Daniel Kafee,Hip,,,,,No,2014-07-26,2017-04-19,No,21183,Beth Bock,Female,1984-05-04,0,0,0,0,0,0,1,0,11040 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21084,21084,21220,21184,Referal,Atticus Finch,Hand,Neck,,,,Yes,2010-02-20,2017-04-20,Yes,21184,Helena Wilkes,Female,1992-09-14,0,0,0,0,1,0,1,0,6368 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21085,21085,21221,21185,Other,Ally Mcbeal,Elbow,,,,,Yes,2016-07-12,2017-04-21,No,21185,Georgiana Mattice,Female,1951-05-20,0,0,0,1,0,0,1,0,23795 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
21086,21086,21222,21186,Referal,Daniel Kafee,Arm,Neck,,,,Yes,2016-04-24,2017-04-21,Yes,21186,Timothy Miller,Male,1947-12-19,0,0,0,0,1,0,0,1,24964 days 00:00:00.000000000,0,1,0,0,0,0,0,0,0,1
21087,21087,21223,21187,Facebook,Perry Mason,Eye,,,,,No,2016-11-28,2017-04-21,Yes,21187,Angeles Case,Female,1987-08-12,0,1,0,0,0,0,1,0,10701 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21088,21088,21224,21188,Website,Perry Mason,Eye,Hand,Hands,,,Yes,2010-02-20,2017-04-22,Yes,21188,Sarah Potthoff,Female,1980-12-09,0,0,0,0,0,1,1,0,10665 days 00:00:00.000000000,0,0,0,1,0,1,1,0,0,0
21089,21089,21225,21189,,Patty Hewes,Eye,Head,,,,Yes,2016-09-04,2017-04-22,No,21189,Adam Souther,Male,2015-07-17,0,0,0,0,0,0,0,1,415 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
21090,21090,21226,21190,Other,Rachel Zane,Eye,Neck,,,,No,2015-10-10,2017-04-22,No,21190,Deborah Forte,Female,1976-10-17,0,0,0,1,0,0,1,0,14237 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
21091,21091,21227,21191,Google,Atticus Finch,Elbow,,,,,No,2014-01-15,2017-04-23,No,21191,Leonard Hogan,Male,1997-11-26,0,0,1,0,0,0,0,1,5894 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,0
21092,21092,21228,21192,Other,Ally Mcbeal,Neck,Arm,Eye,,,Yes,2013-11-24,2017-04-24,No,21192,Heather Sheng,Female,1939-07-27,0,0,0,1,0,0,1,0,27149 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,1
21093,21093,21229,21193,Other,Rusty Sabich,Hip,Neck,,,,Yes,2017-01-17,2017-04-25,Yes,21193,Salvador Jackson,Male,1980-07-26,0,0,0,1,0,0,0,1,13324 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,1
21094,21094,21230,21194,Referal,Rusty Sabich,Neck,,,,,Yes,2016-02-18,2017-04-25,Yes,21194,Kenneth Parker,Male,2031-09-02,0,0,0,0,1,0,0,1,-5675 days +00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
21095,21095,21231,21195,Other,Patty Hewes,Head,Eye,,,,Yes,2013-04-12,2017-04-26,No,21195,Joshua Hirtz,Male,2018-03-26,0,0,0,1,0,0,0,1,-1809 days +00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
21096,21096,21232,21196,Facebook,Rusty Sabich,Foot/Feet,Ankle,Neck,,,Yes,2017-02-25,2017-04-27,Yes,21196,Tiffany Vaughn,Female,2008-01-02,0,1,0,0,0,0,1,0,3342 days 00:00:00.000000000,1,0,0,0,1,0,0,0,0,1
21097,21097,21233,21197,Google,Ally Mcbeal,Ankle,,,,,No,2013-11-21,2017-04-28,No,21197,Richard Jones,Male,1955-03-22,0,0,1,0,0,0,0,1,21429 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
21098,21098,21234,21198,,Atticus Finch,Neck,Arm,Hip,,,Yes,2014-04-01,2017-04-28,No,21198,Sandra Johnson,Female,2017-02-26,0,0,0,0,0,0,1,0,-1062 days +00:00:00.000000000,0,1,0,0,0,0,0,0,1,1
21099,21099,21235,21199,,Ally Mcbeal,Ankle,,,,,Yes,2016-09-23,2017-04-28,Yes,21199,Jason Hernandez,Male,1976-07-03,0,0,0,0,0,0,0,1,14692 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,0
21100,21100,21236,21200,Google,Ally Mcbeal,Neck,,,,,Yes,2016-03-18,2017-04-29,Yes,21200,Barry Lee,Male,1995-03-22,0,0,1,0,0,0,0,1,7667 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
21101,21101,21237,21201,,Rusty Sabich,Foot/Feet,Hand,,,,No,2012-11-28,2017-04-29,No,21201,Corey Holt,Male,1981-07-28,0,0,0,0,0,0,0,1,11446 days 00:00:00.000000000,0,0,0,0,1,1,0,0,0,0
21102,21102,21238,21202,Referal,Atticus Finch,Neck,,,,,Yes,2013-12-11,2017-04-29,No,21202,Barbara Davis,Female,1971-09-05,0,0,0,0,1,0,1,0,15438 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
21103,21103,21239,21203,,Patty Hewes,Eye,Head,Hip,,,No,2017-04-07,2017-04-30,No,21203,Justin Butler,Male,1984-09-10,0,0,0,0,0,0,0,1,11897 days 00:00:00.000000000,0,0,0,1,0,0,0,1,1,0
21104,21104,21240,21204,Other,Daniel Kafee,Foot/Feet,,,,,Yes,2016-03-30,2017-04-30,No,21204,Rosa Camfield,Female,1987-10-11,0,0,0,1,0,0,1,0,10398 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
21105,21105,21241,21205,,Joanee Galloway,Head,,,,,Yes,2016-03-30,2017-05-01,No,21205,Kathleen Przybyla,Female,1987-06-01,0,0,0,0,0,0,1,0,10530 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21106,21106,21242,21206,,Atticus Finch,Hip,,,,,Yes,2016-06-26,2017-05-01,No,21206,Sebastian Sherrow,Male,1974-04-20,0,0,0,0,0,0,0,1,15408 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21107,21107,21243,21207,Website,Rusty Sabich,Head,Foot/Feet,,,,Yes,2016-05-15,2017-05-02,Yes,21207,Carrie Lamm,Female,2006-10-10,0,0,0,0,0,1,1,0,3505 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
21108,21108,21244,21208,,Atticus Finch,Neck,Eye,,,,Yes,2016-12-16,2017-05-02,Yes,21208,Alice Hatcher,Female,1988-09-22,0,0,0,0,0,0,1,0,10312 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
21109,21109,21245,21209,Facebook,Rachel Zane,Eye,Arm,,,,No,2015-08-31,2017-05-03,Yes,21209,Lynn Willer,Male,1967-03-12,0,1,0,0,0,0,0,1,17704 days 00:00:00.000000000,0,1,0,1,0,0,0,0,0,0
21110,21110,21246,21210,,Joanee Galloway,Head,,,,,Yes,2013-06-20,2017-05-03,No,21210,Heather Davis,Female,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0
21111,21111,21247,21211,Referal,Rachel Zane,Hand,,,,,No,2015-11-11,2017-05-03,Yes,21211,Joy Moore,Female,1974-08-02,0,0,0,0,1,0,1,0,15076 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
21112,21112,21248,21212,Google,Rusty Sabich,Neck,Arm,Head,,,Yes,2016-06-19,2017-05-03,Yes,21212,Jeffrey Shaw,Male,1986-04-07,0,0,1,0,0,0,0,1,11031 days 00:00:00.000000000,0,1,0,0,0,0,0,1,0,1
21113,21113,21249,21213,Other,Joanee Galloway,Hip,Head,,,,Yes,2016-10-18,2017-05-04,Yes,21213,Lavone Ewing,Female,2001-06-08,0,0,0,1,0,0,1,0,5611 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
21114,21114,21250,21214,Referal,Atticus Finch,Foot/Feet,Neck,,,,Yes,2012-09-20,2017-05-05,No,21214,Kathleen Helbling,Female,1965-05-26,0,0,0,0,1,0,1,0,17284 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,1
21115,21115,21251,21215,Facebook,Rachel Zane,Neck,Hand,,,,Yes,2016-05-25,2017-05-06,Yes,21215,Dustin Askew,Male,2001-11-12,0,1,0,0,0,0,0,1,5308 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21116,21116,21252,21216,Facebook,,Head,,,,,Yes,2010-02-20,2017-05-07,No,21216,Alberta Brown,Female,1959-08-15,0,1,0,0,0,0,1,0,18452 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21117,21117,21253,21217,Other,Rusty Sabich,Hip,,,,,No,2016-04-15,2017-05-07,Yes,21217,Irene Woods,Female,1958-01-26,0,0,0,1,0,0,1,0,21264 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21118,21118,21254,21218,Referal,Atticus Finch,Hip,,,,,No,2016-02-04,2017-05-07,No,21218,Marcia Reed,Female,1965-06-14,0,0,0,0,1,0,1,0,18497 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21119,21119,21255,21219,Referal,Daniel Kafee,Hip,Head,,,,No,2015-10-17,2017-05-08,Yes,21219,Gary Thomas,Male,1975-12-03,0,0,0,0,1,0,0,1,14563 days 00:00:00.000000000,0,0,0,0,0,0,0,1,1,0
21120,21120,21256,21220,Facebook,Rachel Zane,Hands,Hip,Head,,,No,2016-08-05,2017-05-09,No,21220,Blanche Brown,Female,1978-05-01,0,1,0,0,0,0,1,0,13976 days 00:00:00.000000000,0,0,0,0,0,0,1,1,1,0
21121,21121,21257,21221,Facebook,Rachel Zane,Hand,,,,,Yes,2016-02-29,2017-05-10,No,21221,James Mackey,Male,1993-10-11,0,1,0,0,0,0,0,1,8176 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,0
21122,21122,21258,21222,Referal,Ally Mcbeal,Head,,,,,Yes,2015-11-03,2017-05-10,Yes,21222,Amy Duncan,Female,1986-07-27,0,0,0,0,1,0,1,0,10691 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21123,21123,21259,21223,Google,Joanee Galloway,Hands,Neck,,,,No,2016-07-02,2017-05-11,Yes,21223,Phillip Lueck,Male,1999-11-20,0,0,1,0,0,0,0,1,6069 days 00:00:00.000000000,0,0,0,0,0,0,1,0,0,1
21124,21124,21260,21224,Website,Perry Mason,Hip,,,,,No,2013-03-21,2017-05-12,No,21224,Marilyn Paulsen,Female,1981-03-22,0,0,0,0,0,1,1,0,11687 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21125,21125,21261,21225,Website,Perry Mason,Arm,Hands,,,,No,2014-07-08,2017-05-13,No,21225,Amanda Lahr,Female,1978-11-30,0,0,0,0,0,1,1,0,13004 days 00:00:00.000000000,0,1,0,0,0,0,1,0,0,0
21126,21126,21262,21226,Website,Rachel Zane,Head,Hand,,,,No,2016-08-19,2017-05-14,No,21226,Barbara Luedeman,Female,1992-04-03,0,0,0,0,0,1,1,0,8904 days 00:00:00.000000000,0,0,0,0,0,1,0,1,0,0
21127,21127,21263,21227,Google,Joanee Galloway,Ankle,Neck,,,,Yes,2013-10-30,2017-05-15,No,21227,Terry Channel,Male,1992-11-26,0,0,1,0,0,0,0,1,7643 days 00:00:00.000000000,1,0,0,0,0,0,0,0,0,1
21128,21128,21264,21228,Website,Perry Mason,Hand,Head,Hip,,,No,2016-05-25,2017-05-16,No,21228,Hiram Hulse,Male,1966-03-31,0,0,0,0,0,1,0,1,18318 days 00:00:00.000000000,0,0,0,0,0,1,0,1,1,0
21129,21129,21265,21229,Website,Atticus Finch,Head,Eye,,,,Yes,2014-03-14,2017-05-17,No,21229,Curt Jones,Male,1993-12-12,0,0,0,0,0,1,0,1,7397 days 00:00:00.000000000,0,0,0,1,0,0,0,1,0,0
21130,21130,21266,21230,,Perry Mason,Elbow,Head,Eye,,,Yes,2016-12-05,2017-05-17,Yes,21230,Amy Davis,Female,2008-04-12,0,0,0,0,0,0,1,0,3159 days 00:00:00.000000000,0,0,1,1,0,0,0,1,0,0
21131,21131,21267,21231,,Patty Hewes,Head,Ankle,,,,Yes,2016-10-31,2017-05-18,No,21231,Kim Perez,Female,1975-07-31,0,0,0,0,0,0,1,0,15068 days 00:00:00.000000000,1,0,0,0,0,0,0,1,0,0
21132,21132,21268,21232,Facebook,Rusty Sabich,Foot/Feet,,,,,No,2015-08-27,2017-05-18,Yes,21232,Doris Santiago,Female,1959-06-11,0,1,0,0,0,0,1,0,20531 days 00:00:00.000000000,0,0,0,0,1,0,0,0,0,0
21133,21133,21269,21233,Referal,Rachel Zane,Foot/Feet,Head,,,,Yes,2012-07-20,2017-05-19,No,21233,Mary Gries,Female,1958-10-10,0,0,0,0,1,0,1,0,19642 days 00:00:00.000000000,0,0,0,0,1,0,0,1,0,0
21134,21134,21270,21234,Website,Daniel Kafee,Head,Ankle,Foot/Feet,,,No,2016-04-18,2017-05-19,No,21234,Carol Waller,Female,1978-05-08,0,0,0,0,0,1,1,0,13860 days 00:00:00.000000000,1,0,0,0,1,0,0,1,0,0
21135,21135,21271,21235,,Perry Mason,Eye,,,,,No,2012-04-14,2017-05-20,No,21235,Jackie Miles,Female,2007-05-25,0,0,0,0,0,0,1,0,1786 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21136,21136,21272,21236,Other,Perry Mason,Eye,,,,,No,2015-10-04,2017-05-21,No,21236,Mark Hull,Male,2010-01-11,0,0,0,1,0,0,0,1,2092 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21137,21137,21273,21237,Google,Patty Hewes,Elbow,Neck,,,,No,2016-12-23,2017-05-22,No,21237,Ramona Snow,Female,1959-12-12,0,0,1,0,0,0,1,0,20831 days 00:00:00.000000000,0,0,1,0,0,0,0,0,0,1
21138,21138,21274,21238,Other,,Arm,,,,,No,2014-11-22,2017-05-22,No,21238,Jana Smith,Female,2034-05-29,0,0,0,1,0,0,1,0,-7128 days +00:00:00.000000000,0,1,0,0,0,0,0,0,0,0
21139,21139,21275,21239,Website,Perry Mason,Hands,Eye,Hand,,,No,2017-01-02,2017-05-23,No,21239,Charles Silvers,Male,,0,0,0,0,0,1,0,1,,0,0,0,1,0,1,1,0,0,0
21140,21140,21276,21240,Google,Patty Hewes,Eye,Foot/Feet,Neck,,,Yes,2014-08-29,2017-05-24,No,21240,Mary Stewart,Female,1996-05-05,0,0,1,0,0,0,1,0,6690 days 00:00:00.000000000,0,0,0,1,1,0,0,0,0,1
21141,21141,21277,21241,Website,Atticus Finch,Head,,,,,No,2017-04-27,2017-05-24,No,21241,Margaret Russey,Female,1983-11-04,0,0,0,0,0,1,1,0,12228 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21142,21142,21278,21242,Referal,,Hand,Neck,,,,Yes,2016-10-31,2017-05-25,Yes,21242,Christopher Powell,Male,1961-07-20,0,0,0,0,1,0,0,1,20192 days 00:00:00.000000000,0,0,0,0,0,1,0,0,0,1
21143,21143,21279,21243,Facebook,Rachel Zane,Eye,Elbow,Foot/Feet,,,No,2017-01-30,2017-05-26,Yes,21243,Pearle Fiedler,Female,1992-05-24,0,1,0,0,0,0,1,0,9017 days 00:00:00.000000000,0,0,1,1,1,0,0,0,0,0
21144,21144,21280,21244,Google,Rachel Zane,Neck,,,,,Yes,2014-11-29,2017-05-26,No,21244,Jose Bryant,Male,1963-04-29,0,0,1,0,0,0,0,1,18842 days 00:00:00.000000000,0,0,0,0,0,0,0,0,0,1
21145,21145,21281,21245,Website,Daniel Kafee,Neck,Arm,Ankle,Hip,,No,2015-11-30,2017-05-27,Yes,21245,Debra Telesco,Female,1961-12-02,0,0,0,0,0,1,1,0,19721 days 00:00:00.000000000,1,1,0,0,0,0,0,0,1,1
21146,21146,21282,21246,,Rachel Zane,Hand,Arm,Head,Ankle,,Yes,2016-09-15,2017-05-27,No,21246,William King,Male,1997-04-06,0,0,0,0,0,0,0,1,7102 days 00:00:00.000000000,1,1,0,0,0,1,0,1,0,0
21147,21147,21283,21247,Referal,Atticus Finch,Arm,Neck,Hip,,,Yes,2017-03-24,2017-05-28,Yes,21247,Mary Walker,Female,2004-05-12,0,0,0,0,1,0,1,0,4699 days 00:00:00.000000000,0,1,0,0,0,0,0,0,1,1
21148,21148,21284,21248,Facebook,Rachel Zane,Arm,Elbow,,,,No,2014-06-16,2017-05-29,No,21248,Edward Ramirez,Male,1982-08-16,0,1,0,0,0,0,0,1,11627 days 00:00:00.000000000,0,1,1,0,0,0,0,0,0,0
21149,21149,21285,21249,Other,Daniel Kafee,Hip,,,,,Yes,2014-10-16,2017-05-30,No,21249,Crystal Butler,Female,1950-06-05,0,0,0,1,0,0,1,0,23509 days 00:00:00.000000000,0,0,0,0,0,0,0,0,1,0
21150,21150,21286,21250,,Patty Hewes,Neck,Head,Eye,Hip,,Yes,2016-08-29,2017-05-31,Yes,21250,Larry Murray,Male,,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,1,1,1
21151,21151,21287,21251,Facebook,Rusty Sabich,Neck,Eye,,,,No,2016-03-21,2017-06-01,Yes,21251,Thomas Aline,,1977-06-13,0,1,0,0,0,0,0,0,14161 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,1
21152,21152,21288,21252,Google,Rusty Sabich,Head,,,,,No,2015-07-22,2017-06-02,Yes,21252,Louise Chatterton,Female,2006-03-16,0,0,1,0,0,0,1,0,3415 days 00:00:00.000000000,0,0,0,0,0,0,0,1,0,0
21153,21153,21289,21253,Facebook,Atticus Finch,Hand,Hip,,,,No,2014-07-30,2017-06-03,No,21253,Philip Tomlin,Male,1980-02-15,0,1,0,0,0,0,0,1,12584 days 00:00:00.000000000,0,0,0,0,0,1,0,0,1,0
21154,21154,21290,21254,Google,Daniel Kafee,Eye,,,,,No,2017-03-28,2017-06-03,No,21254,William Maddox,Male,1974-03-16,0,0,1,0,0,0,0,1,15718 days 00:00:00.000000000,0,0,0,1,0,0,0,0,0,0
21155,21155,21291,21255,,Patty Hewes,Hand,Arm,Eye,,,No,2017-03-02,2017-06-04,No,21255,Michal Frank,Female,1994-02-13,0,0,0,0,0,0,1,0,8418 days 00:00:00.000000000,0,1,0,1,0,1,0,0,0,0
